video_title,channel,link
Aphex Twin - On,Aphex Twin,https://www.youtube.com/watch?v=38RMZ9H7Cg8&list=LL4qfihPte8I5oE-bua9Px3w&index=447&t=0s
Antonio - Clara,Inverted Audio,https://www.youtube.com/watch?v=kbXsTV2NJFQ&list=LL4qfihPte8I5oE-bua9Px3w&index=448&t=0s
Foreign Sequence -- Androgynous Anxiety,ballacid,https://www.youtube.com/watch?v=yMCk2dU4nXo&list=LL4qfihPte8I5oE-bua9Px3w&index=449&t=0s
Aphex Twin - 2 Nx Neotek Test B + 11 [Track from Mt. Fuji 2017 Tape],TheOtherRealShit,https://www.youtube.com/watch?v=wp8lK-piX9s&list=LL4qfihPte8I5oE-bua9Px3w&index=450&t=0s
Rolando Simmons - Anus,mistermethmouth,https://www.youtube.com/watch?v=syBtrwCFmOk&list=LL4qfihPte8I5oE-bua9Px3w&index=451&t=0s
Realise - Unknown Artist | Instinct [2017],some uncertain sir,https://www.youtube.com/watch?v=ccD5lsz69Ko&list=LL4qfihPte8I5oE-bua9Px3w&index=452&t=0s
Zenker Brothers - Berg 10,CopeLtda2,https://www.youtube.com/watch?v=wqFusydLKts&list=LL4qfihPte8I5oE-bua9Px3w&index=453&t=0s
James Clarke - Gentle Dissolve,Jaimon,https://www.youtube.com/watch?v=UnB_pkjU2r4&list=LL4qfihPte8I5oE-bua9Px3w&index=454&t=0s
Luke Vibert - Arcadia EP,4darin5,https://www.youtube.com/watch?v=RoiaQOBMqWY&list=LL4qfihPte8I5oE-bua9Px3w&index=455&t=0s
Gosub - Lost in our ways,Droid-Life Interface,https://www.youtube.com/watch?v=pRd5uiyLUJ0&list=LL4qfihPte8I5oE-bua9Px3w&index=456&t=0s
Shinra - Endgame,kebabkillaz,https://www.youtube.com/watch?v=99Y17tk79BI&list=LL4qfihPte8I5oE-bua9Px3w&index=457&t=0s
Ricardo Villalobos - Detroit Heroes,Freakuencies,https://www.youtube.com/watch?v=nfwbcIZC9TQ&list=LL4qfihPte8I5oE-bua9Px3w&index=458&t=0s
Cignol - Leiden Ex [Furthur Journeys Into Electronix 1],underground.elecktronics,https://www.youtube.com/watch?v=HGIAKNVzP-A&list=LL4qfihPte8I5oE-bua9Px3w&index=459&t=0s
Shirley & Co - Shame Shame Shame,Simon Ambler,https://www.youtube.com/watch?v=YEzQV75LDL0&list=LL4qfihPte8I5oE-bua9Px3w&index=460&t=0s
Rae - Sleep Rotation,Tantra Macumba,https://www.youtube.com/watch?v=KCQFPR8tQB0&list=LL4qfihPte8I5oE-bua9Px3w&index=461&t=0s
DJ Seinfeld - Time Spent Away From U - Full Album Mix,Tommy,https://www.youtube.com/watch?v=ra_G7CITdTs&list=LL4qfihPte8I5oE-bua9Px3w&index=462&t=0s
Danny L Harle - In My Dreams,PC Music,https://www.youtube.com/watch?v=fn7NT1dbem4&list=LL4qfihPte8I5oE-bua9Px3w&index=463&t=0s
Danny L Harle - Me4U feat. Morrie (Lyric Video),PC Music,https://www.youtube.com/watch?v=mDAq5EyTAFs&list=LL4qfihPte8I5oE-bua9Px3w&index=464&t=0s
Danny L Harle - Me4U (A. G. Cook Remix),PC Music,https://www.youtube.com/watch?v=If77CW_aZsY&list=LL4qfihPte8I5oE-bua9Px3w&index=465&t=0s
Danny L Harle - Me4U starring Kim Chi,PC Music,https://www.youtube.com/watch?v=D32j-BCxPaY&list=LL4qfihPte8I5oE-bua9Px3w&index=466&t=0s
JASSS - Weightless (Full Album),Tape Counter,https://www.youtube.com/watch?v=GK3jInNjyEw&list=LL4qfihPte8I5oE-bua9Px3w&index=467&t=0s
Ceephax Acid Crew - Prelude In 303 Major,djgiga,https://www.youtube.com/watch?v=M2kcOCsALnw&list=LL4qfihPte8I5oE-bua9Px3w&index=468&t=0s
Acid Test - Test One [PLAY020],LikimoAistra,https://www.youtube.com/watch?v=8SwlR3a09_c&list=LL4qfihPte8I5oE-bua9Px3w&index=469&t=0s
Hold Your Head Up High (Julian Jonah's Bad Boy Mix) *Speed Garage / Niche*,L B - Bassline Classics,https://www.youtube.com/watch?v=YiM9elt_j20&list=LL4qfihPte8I5oE-bua9Px3w&index=470&t=0s
Ti voglio,Ornella Vanoni - Topic,https://www.youtube.com/watch?v=NcLDe78E6Sc&list=LL4qfihPte8I5oE-bua9Px3w&index=471&t=0s
"Blue Boy - Remember Me (Original 12"")",Altra Moda Music,https://www.youtube.com/watch?v=fKKNPLowteY&list=LL4qfihPte8I5oE-bua9Px3w&index=472&t=0s
[Deleted video],,https://www.youtube.com/watch?v=WrO9PTpuSSs&list=LL4qfihPte8I5oE-bua9Px3w&index=473
Klein & Melchner - Rundfunk,traxsauce,https://www.youtube.com/watch?v=zfW-05aS5X8&list=LL4qfihPte8I5oE-bua9Px3w&index=474&t=0s
Obongjayar - Creeping,OBONGJAYAR,https://www.youtube.com/watch?v=chWm2OOw8U4&list=LL4qfihPte8I5oE-bua9Px3w&index=475&t=0s
Even Tuell & Midnightopera - Untitled B2 (workshop special 02),yaoiboi92,https://www.youtube.com/watch?v=r428MdOyk1M&list=LL4qfihPte8I5oE-bua9Px3w&index=476&t=0s
i Ce - Thomas Rooge | Gosu [2017],some uncertain sir,https://www.youtube.com/watch?v=q0Lr8kteAAY&list=LL4qfihPte8I5oE-bua9Px3w&index=477&t=0s
MNLTH - Madrid track,kebabkillaz,https://www.youtube.com/watch?v=0KeLcOzfFng&list=LL4qfihPte8I5oE-bua9Px3w&index=478&t=0s
Dwaallicht - Sandsifted,kebabkillaz,https://www.youtube.com/watch?v=LKQdh00AAPs&list=LL4qfihPte8I5oE-bua9Px3w&index=479&t=0s
Various – Bip Pfff Brrrr 1 (1991) FULL EP,N-dimensional harmonic oscillator,https://www.youtube.com/watch?v=uaLtrbW-QoI&list=LL4qfihPte8I5oE-bua9Px3w&index=480&t=0s
Kasper Marott - Nord (Lupin Is Gone Mix),CMYK,https://www.youtube.com/watch?v=dt1sB7h8PpA&list=LL4qfihPte8I5oE-bua9Px3w&index=481&t=0s
Shinra - Serpent,LOOSE LIPS,https://www.youtube.com/watch?v=qC2gqgQA_1w&list=LL4qfihPte8I5oE-bua9Px3w&index=482&t=0s
Shinra - Automatic,kebabkillaz,https://www.youtube.com/watch?v=i7nVerp_Bzc&list=LL4qfihPte8I5oE-bua9Px3w&index=483&t=0s
James Shinra - React,Malou Valdes,https://www.youtube.com/watch?v=C7gUvgy-y7s&list=LL4qfihPte8I5oE-bua9Px3w&index=484&t=0s
DETROMENTAL - REWIND,N0 G1,https://www.youtube.com/watch?v=l4wQm-Q0wzo&list=LL4qfihPte8I5oE-bua9Px3w&index=485&t=0s
Loidis – The Floating World (& All Its Pleasures),arikaree breaks,https://www.youtube.com/watch?v=R9KEpraZBKU&list=LL4qfihPte8I5oE-bua9Px3w&index=486&t=0s
Mall Grab - Liverpool Street In The Rain [LFT001],Mall Grab,https://www.youtube.com/watch?v=9gDnGxcB0TU&list=LL4qfihPte8I5oE-bua9Px3w&index=487&t=0s
The Dave Pike Set - Spooky -1969,StumbledOnThis,https://www.youtube.com/watch?v=mELUGhDRGQo&list=LL4qfihPte8I5oE-bua9Px3w&index=488&t=0s
Vangelis - Missing (Opening Theme),Scifimaster92,https://www.youtube.com/watch?v=Xg4fjNL0328&list=LL4qfihPte8I5oE-bua9Px3w&index=489&t=0s
Vangelis - Memories of Green,Eventual422,https://www.youtube.com/watch?v=Cg0cmhjdiLs&list=LL4qfihPte8I5oE-bua9Px3w&index=490&t=0s
Cignol - I'm Outside,huisin sofa,https://www.youtube.com/watch?v=fWdArHxfZgQ&list=LL4qfihPte8I5oE-bua9Px3w&index=491&t=0s
D'Arcangelo - Nadine,TheIDMMaster,https://www.youtube.com/watch?v=V0Q22jYvKVc&list=LL4qfihPte8I5oE-bua9Px3w&index=492&t=0s
µ-Ziq - D Funk,kebabkillaz,https://www.youtube.com/watch?v=hKlqjROT33s&list=LL4qfihPte8I5oE-bua9Px3w&index=493&t=0s
Xoop - Sick Endorphine,kebabkillaz,https://www.youtube.com/watch?v=RmpKjcDDd0Y&list=LL4qfihPte8I5oE-bua9Px3w&index=494&t=0s
Eric Martin - If you ride n my truck (FTP up 96 mix),Sensei Ludo,https://www.youtube.com/watch?v=qDQ6Xk9KjMo&list=LL4qfihPte8I5oE-bua9Px3w&index=495&t=0s
p1nkf1re - corrupted flp lament 135,kebabkillaz,https://www.youtube.com/watch?v=qD51Z9mm_Fs&list=LL4qfihPte8I5oE-bua9Px3w&index=496&t=0s
Ludwig A.F. Röhrscheid - Velocity,hurfyd,https://www.youtube.com/watch?v=KkO1ifoEDG0&list=LL4qfihPte8I5oE-bua9Px3w&index=497&t=0s
Rolando Simmons - Star Field,kebabkillaz,https://www.youtube.com/watch?v=kfN06wWCEYg&list=LL4qfihPte8I5oE-bua9Px3w&index=498&t=0s
Mrs Jynx - Chocolate Oranges,scarletpie,https://www.youtube.com/watch?v=dw8Xb2Bkq9g&list=LL4qfihPte8I5oE-bua9Px3w&index=499&t=0s
Wauvenfold - JiGad,Quadrange,https://www.youtube.com/watch?v=dh9QXUu8JjA&list=LL4qfihPte8I5oE-bua9Px3w&index=500&t=0s
Tysk Raider - XOS,Sleepers Records,https://www.youtube.com/watch?v=fffJfHg4UQI&list=LL4qfihPte8I5oE-bua9Px3w&index=501&t=0s
Tsyk Raider - FE Acid Jam,Miran Belhanafi,https://www.youtube.com/watch?v=0eXyEgxzqCM&list=LL4qfihPte8I5oE-bua9Px3w&index=502&t=0s
[Deleted video],,https://www.youtube.com/watch?v=FLEIaEJiVX8&list=LL4qfihPte8I5oE-bua9Px3w&index=503
D'Arcangelo - Pull Seven,Miran Belhanafi,https://www.youtube.com/watch?v=OHaQbuwTHb8&list=LL4qfihPte8I5oE-bua9Px3w&index=504&t=0s
Germinating Seeds Of Doda – Psychododa,Miran Belhanafi,https://www.youtube.com/watch?v=6GISY2YVMcc&list=LL4qfihPte8I5oE-bua9Px3w&index=505&t=0s
Aparatec - Vemeer,Miran Belhanafi,https://www.youtube.com/watch?v=1dZDR146OMI&list=LL4qfihPte8I5oE-bua9Px3w&index=506&t=0s
Sandoz - Luminous,Grigorij Arlt,https://www.youtube.com/watch?v=fyn8qtGSVRw&list=LL4qfihPte8I5oE-bua9Px3w&index=507&t=0s
Aleksi Perala - UK74R1512130 [CBS022LP],Acidalia,https://www.youtube.com/watch?v=fjePlq8fxnY&list=LL4qfihPte8I5oE-bua9Px3w&index=508&t=0s
Binary Digit - Now You Know My Name,Carpet & Snares Records,https://www.youtube.com/watch?v=c_-W4tB3FbM&list=LL4qfihPte8I5oE-bua9Px3w&index=509&t=0s
Invincible Force - Return Of The DMX (Violent-1991),McSaszi84,https://www.youtube.com/watch?v=a5agG5YU9OA&list=LL4qfihPte8I5oE-bua9Px3w&index=510&t=0s
Musci Venosta - Technowaltz,Carlo Lavezzari,https://www.youtube.com/watch?v=UFo3PNaFX7I&list=LL4qfihPte8I5oE-bua9Px3w&index=511&t=0s
FJAAK - TAKE YOUR LIFE (FEAT. KOOGAN),FJAAK,https://www.youtube.com/watch?v=7qNHrgPnBeY&list=LL4qfihPte8I5oE-bua9Px3w&index=512&t=0s
Aphex Twin / AFX - 34 ibiza spliff,ninauploadz,https://www.youtube.com/watch?v=NoRB6zN3ZbY&list=LL4qfihPte8I5oE-bua9Px3w&index=513&t=0s
Spontaneous Overthrow - If We Work It Out,mprobs,https://www.youtube.com/watch?v=r2DWmMHj5G8&list=LL4qfihPte8I5oE-bua9Px3w&index=514&t=0s
Mental Mayhem - Joey's Riot (original mix) (1990),Miguel Ángel Ortiz,https://www.youtube.com/watch?v=3P_EQLnYrLk&list=LL4qfihPte8I5oE-bua9Px3w&index=515&t=0s
Tom Vek - I Ain't Saying My Goodbyes,tomvekmusic,https://www.youtube.com/watch?v=wA3Yj7H_fgI&list=LL4qfihPte8I5oE-bua9Px3w&index=516&t=0s
Onur Özer - Orion,vakantofficial,https://www.youtube.com/watch?v=hseZ3Z1Dw7M&list=LL4qfihPte8I5oE-bua9Px3w&index=517&t=0s
01 - The Headmaster Ritual - The Smiths,linachao5,https://www.youtube.com/watch?v=GeG-7MYaqA8&list=LL4qfihPte8I5oE-bua9Px3w&index=518&t=0s
Convextion - Convextion (A1),tresor1972,https://www.youtube.com/watch?v=xcB3p5RUY2Q&list=LL4qfihPte8I5oE-bua9Px3w&index=519&t=0s
E.R.P. - Perfume Persuasion,Frique B,https://www.youtube.com/watch?v=lt6VytPa0mA&list=LL4qfihPte8I5oE-bua9Px3w&index=520&t=0s
ERP - Vox Automaton [Re-Upload],The Silver Dubber,https://www.youtube.com/watch?v=0dmJmyn-xYE&list=LL4qfihPte8I5oE-bua9Px3w&index=521&t=0s
Omar S - One Of A Kind,Houseum,https://www.youtube.com/watch?v=jDal55WV5H0&list=LL4qfihPte8I5oE-bua9Px3w&index=522&t=0s
Tiny Stars - Slipstream,n,https://www.youtube.com/watch?v=HneS7CtzqTo&list=LL4qfihPte8I5oE-bua9Px3w&index=523&t=0s
Binary Digit -- MA RTZ,ballacid,https://www.youtube.com/watch?v=VY6QE7KrPpQ&list=LL4qfihPte8I5oE-bua9Px3w&index=524&t=0s
2CB (Subhead) - Real Wars,Krystian Szulc,https://www.youtube.com/watch?v=6pCE3atjl6o&list=LL4qfihPte8I5oE-bua9Px3w&index=525&t=0s
"Femina Ridens (1969) Stelvio Cipriani ""Sophisticated Shake""",davidfromlille 60,https://www.youtube.com/watch?v=_FnE8aMtHmk&list=LL4qfihPte8I5oE-bua9Px3w&index=526&t=0s
Stelvio Cipriani - Mary's Theme (1969),FrenchKissDj69,https://www.youtube.com/watch?v=OGQR3Chf9hE&list=LL4qfihPte8I5oE-bua9Px3w&index=527&t=0s
09 Tryphème - Mélo-dramatique [Central Processing Unit],CPU Records,https://www.youtube.com/watch?v=xm8alK2VQNs&list=LL4qfihPte8I5oE-bua9Px3w&index=528&t=0s
02 Microlith - Accidental [Central Processing Unit],CPU Records,https://www.youtube.com/watch?v=4f8IBxtJj-Y&list=LL4qfihPte8I5oE-bua9Px3w&index=529&t=0s
"Delroy Edwards & Benedek - Strung Out, Prescriptions",Ian Garrigan,https://www.youtube.com/watch?v=fGZppJPruLI&list=LL4qfihPte8I5oE-bua9Px3w&index=530&t=0s
PSYCHIC MIRRORS - Charlene,Chriss fonkay,https://www.youtube.com/watch?v=-QQQy8omapw&list=LL4qfihPte8I5oE-bua9Px3w&index=531&t=0s
Checker Kabb - By My Side (Funk 1983),Coolfunk Zézé 2,https://www.youtube.com/watch?v=hSSpi0JNzzU&list=LL4qfihPte8I5oE-bua9Px3w&index=532&t=0s
Usje Sukatma - Waiting For Your Love .wmv,François FUNK,https://www.youtube.com/watch?v=sfTArp-Nglo&list=LL4qfihPte8I5oE-bua9Px3w&index=533&t=0s
The Durutti Column - Katherine,London Recordings,https://www.youtube.com/watch?v=4hyp8kTdtuY&list=LL4qfihPte8I5oE-bua9Px3w&index=534&t=0s
Στο Σείριο - Akis Daoutis,willstims3,https://www.youtube.com/watch?v=NnkS_0xAsRA&list=LL4qfihPte8I5oE-bua9Px3w&index=535&t=0s
Arthur Verocai - Arthur Verocai (1972),henriquebeira,https://www.youtube.com/watch?v=WKWFr9upIuU&list=LL4qfihPte8I5oE-bua9Px3w&index=536&t=0s
EOD -- STEELDRUM2EXT,ballacid,https://www.youtube.com/watch?v=aFKE7JpEcg8&list=LL4qfihPte8I5oE-bua9Px3w&index=537&t=0s
mnlth -- amsterdam,ballacid,https://www.youtube.com/watch?v=7yky6T55dzY&list=LL4qfihPte8I5oE-bua9Px3w&index=538&t=0s
Echo 106 -- Subliminal Acid,ballacid,https://www.youtube.com/watch?v=cOkLe97lYDk&list=LL4qfihPte8I5oE-bua9Px3w&index=539&t=0s
Steve Stoll - Untitled B2 (Techno 1998),GERMSGEMS,https://www.youtube.com/watch?v=ECDe8HTlw20&list=LL4qfihPte8I5oE-bua9Px3w&index=540&t=0s
Ata Kak - Daa Nyinaa,meudiademorte,https://www.youtube.com/watch?v=zW28iwIikq8&list=LL4qfihPte8I5oE-bua9Px3w&index=541&t=0s
Chemise - She Can't Love You,Paul Cartel,https://www.youtube.com/watch?v=sKoBpDM9S8c&list=LL4qfihPte8I5oE-bua9Px3w&index=542&t=0s
ENCHANTMENT - Call On Me (1975).wmv,skunkgirls,https://www.youtube.com/watch?v=ffRGSNiT274&list=LL4qfihPte8I5oE-bua9Px3w&index=543&t=0s
"Arif Sağ - Şu Samsunun Evleri (1973, High Quality)",cappuccino81,https://www.youtube.com/watch?v=-rVQWc7GAig&list=LL4qfihPte8I5oE-bua9Px3w&index=544&t=0s
Gangsta Pat - Deadly Verses,MemphisUnderground94,https://www.youtube.com/watch?v=idOG_-zFWO4&list=LL4qfihPte8I5oE-bua9Px3w&index=545&t=0s
Pangaea - Hex,Hemlock Recordings,https://www.youtube.com/watch?v=1kwbkbLcGno&list=LL4qfihPte8I5oE-bua9Px3w&index=546&t=0s
Unknown Artist - Clarinette,Verzila,https://www.youtube.com/watch?v=zRSNmgAB5A0&list=LL4qfihPte8I5oE-bua9Px3w&index=547&t=0s
İnsanlar - Kime Ne (Haydar Haydar),samim kerem sayin,https://www.youtube.com/watch?v=WxXrHe8jFiw&list=LL4qfihPte8I5oE-bua9Px3w&index=548&t=0s
The rurals - Leaf of Peace,℗ΣlΔYΔ,https://www.youtube.com/watch?v=ndYhGZmoywA&list=LL4qfihPte8I5oE-bua9Px3w&index=549&t=0s
Feral - TSK,℗ΣlΔYΔ,https://www.youtube.com/watch?v=-pZxSdoJbo8&list=LL4qfihPte8I5oE-bua9Px3w&index=550&t=0s
Fleck E.S.C. - What R We Waiting 4,℗ΣlΔYΔ,https://www.youtube.com/watch?v=5-y5p5zBvb4&list=LL4qfihPte8I5oE-bua9Px3w&index=551&t=0s
Carl Craig & Moritz von Oswald 'Movement 8' (c2 Version),TresorDetroit,https://www.youtube.com/watch?v=SX2y-hXp1YI&list=LL4qfihPte8I5oE-bua9Px3w&index=552&t=0s
Insanlar - Kime Ne (Ricardo Villalobos Mix 1),CMYK,https://www.youtube.com/watch?v=jW9mR21nJOw&list=LL4qfihPte8I5oE-bua9Px3w&index=553&t=0s
10 Rapid Feat. Mister Who - Run,Milutin Paunovic,https://www.youtube.com/watch?v=rwzIfI9ZDTI&list=LL4qfihPte8I5oE-bua9Px3w&index=554&t=0s
Round Four feat. Tikiman - Find A Way,forthelamented,https://www.youtube.com/watch?v=HnoospoErp4&list=LL4qfihPte8I5oE-bua9Px3w&index=555&t=0s
Shed - Well Done My Son (033427 edit),bouzabritva,https://www.youtube.com/watch?v=tNP8sxUdo20&list=LL4qfihPte8I5oE-bua9Px3w&index=556&t=0s
Shed - Fluid 67,TheMitabiciclista,https://www.youtube.com/watch?v=gQaw35Zi_AE&list=LL4qfihPte8I5oE-bua9Px3w&index=557&t=0s
[Private video],,https://www.youtube.com/watch?v=UzIs2MiPbP4&list=LL4qfihPte8I5oE-bua9Px3w&index=558
Petre Vali - Bourjois [MMNT005],Moment Records Romania,https://www.youtube.com/watch?v=KoCCCWfBXnI&list=LL4qfihPte8I5oE-bua9Px3w&index=559&t=0s
Patrick Cowley - Megatron Man,sonideroneza3000,https://www.youtube.com/watch?v=pQB2F0zv0zo&list=LL4qfihPte8I5oE-bua9Px3w&index=560&t=0s
"Ashford & Simpson - Don't Cost You Nothing (12"" Disco Mix)",Altra Moda Music,https://www.youtube.com/watch?v=YVrpeMbBQXs&list=LL4qfihPte8I5oE-bua9Px3w&index=561&t=0s
The Durutti Column - Sketch for summer,skydark89,https://www.youtube.com/watch?v=Kc7Hny8uLr0&list=LL4qfihPte8I5oE-bua9Px3w&index=562&t=0s
Cignol - Tidal Sheer,glumc,https://www.youtube.com/watch?v=0nvZo55seTg&list=LL4qfihPte8I5oE-bua9Px3w&index=563&t=0s
Cignol -- Polywhore,ballacid,https://www.youtube.com/watch?v=VQ6i0cXuD-M&list=LL4qfihPte8I5oE-bua9Px3w&index=564&t=0s
Joe McBride - Ēostre Acid,SK 222,https://www.youtube.com/watch?v=z9xVy4UuXXw&list=LL4qfihPte8I5oE-bua9Px3w&index=565&t=0s
INFINITI-game one,MAXIBASE3000,https://www.youtube.com/watch?v=zkX3vmuPkcY&list=LL4qfihPte8I5oE-bua9Px3w&index=566&t=0s
Soul Capsule Prod. - Evolved,prop4g,https://www.youtube.com/watch?v=3r4YeMv8j4E&list=LL4qfihPte8I5oE-bua9Px3w&index=567&t=0s
[Deleted video],,https://www.youtube.com/watch?v=K_bF6igo29c&list=LL4qfihPte8I5oE-bua9Px3w&index=568
Octave One - Eniac,exiledlarky,https://www.youtube.com/watch?v=QV2QfKEcXEM&list=LL4qfihPte8I5oE-bua9Px3w&index=569&t=0s
Delano Smith - Midnight Hours,46Mix,https://www.youtube.com/watch?v=vZVUlrTDyFA&list=LL4qfihPte8I5oE-bua9Px3w&index=570&t=0s
The Aztec Mystic - Aguila,HarrisonFnord,https://www.youtube.com/watch?v=lBQDi2DIHQM&list=LL4qfihPte8I5oE-bua9Px3w&index=571&t=0s
Pelon - No Stunts - Edit - Running Back RB010,MsRunningBack,https://www.youtube.com/watch?v=UAH29wyzI_g&list=LL4qfihPte8I5oE-bua9Px3w&index=572&t=0s
Inner City - Share My Life (Kenny Larkin Remix) (Official) KMS Records/KMSRMX004,Above Board Distribution,https://www.youtube.com/watch?v=R4feY56SgU0&list=LL4qfihPte8I5oE-bua9Px3w&index=573&t=0s
TALISMANN - XINGU,BNGRSyt,https://www.youtube.com/watch?v=t1VKKhRla0Y&list=LL4qfihPte8I5oE-bua9Px3w&index=574&t=0s
Map.ache - Dream / Awake,Giegling,https://www.youtube.com/watch?v=oogGuwCZxPo&list=LL4qfihPte8I5oE-bua9Px3w&index=575&t=0s
Voodoo Child - Voodoo Child (Poor In New York Mix) (1991),Choose the Oldschool Direction,https://www.youtube.com/watch?v=21TjeBcA1cI&list=LL4qfihPte8I5oE-bua9Px3w&index=576&t=0s
The Cyclist - Beat At The Heart Of The City (Full EP 2018),Underrated Albums,https://www.youtube.com/watch?v=Jc2YN_H8cL4&list=LL4qfihPte8I5oE-bua9Px3w&index=577&t=0s
AFX - .215061,"Hi, I'm Ben.",https://www.youtube.com/watch?v=_mrbwuBuE80&list=LL4qfihPte8I5oE-bua9Px3w&index=578&t=0s
Arvo - Bikini,higher love,https://www.youtube.com/watch?v=_2_sxNpT-y0&list=LL4qfihPte8I5oE-bua9Px3w&index=579&t=0s
Global Goon - Evuin,dekc7,https://www.youtube.com/watch?v=1PrjPkoobNo&list=LL4qfihPte8I5oE-bua9Px3w&index=580&t=0s
[Private video],,https://www.youtube.com/watch?v=I8lM4oLSsi4&list=LL4qfihPte8I5oE-bua9Px3w&index=581
Czar - A Day In September,Trip Hop Universe,https://www.youtube.com/watch?v=C2OL8bc9LOo&list=LL4qfihPte8I5oE-bua9Px3w&index=582&t=0s
The Promatics - I Think I'm Gonna Let You Go,lottekids,https://www.youtube.com/watch?v=1XYdMSms2Yw&list=LL4qfihPte8I5oE-bua9Px3w&index=583&t=0s
"Wild Nothing - ""Nocturne""",chewedpen,https://www.youtube.com/watch?v=OriSm8tUgi4&list=LL4qfihPte8I5oE-bua9Px3w&index=584&t=0s
Cymande - Dove,EgregiousViolations,https://www.youtube.com/watch?v=YcL8SvyKtE4&list=LL4qfihPte8I5oE-bua9Px3w&index=585&t=0s
Verdena - Centrifuga (HQ),ZioCrio,https://www.youtube.com/watch?v=QzNDYkazImA&list=LL4qfihPte8I5oE-bua9Px3w&index=586&t=0s
Fugazi - I'm so tired,korosv,https://www.youtube.com/watch?v=4IKddfxkDWk&list=LL4qfihPte8I5oE-bua9Px3w&index=587&t=0s
Cignol -- Semiprimes,ballacid,https://www.youtube.com/watch?v=8zXoRLJAysA&list=LL4qfihPte8I5oE-bua9Px3w&index=588&t=0s
Dopplereffekt - Objekt - Hypnagogia FULL EP,anomalies modernes,https://www.youtube.com/watch?v=I5a1gKKsgzg&list=LL4qfihPte8I5oE-bua9Px3w&index=589&t=0s
"Noha & Alex Tea a.k.a. Patagonia - ""Chi ci pensa""",PanickPanick!,https://www.youtube.com/watch?v=vYi7YMdXhXk&list=LL4qfihPte8I5oE-bua9Px3w&index=590&t=0s
Lukid Born In Bosnia,Jason Sanders2,https://www.youtube.com/watch?v=oiAFe3wyAbc&list=LL4qfihPte8I5oE-bua9Px3w&index=591&t=0s
ELON - Skipping Stones [Panick Panick! – PP03],Do Funkk,https://www.youtube.com/watch?v=s7YoCPbz71k&list=LL4qfihPte8I5oE-bua9Px3w&index=592&t=0s
Liz Torres - Get down mix,Tomas Guasticchi,https://www.youtube.com/watch?v=-hsyQodpC70&list=LL4qfihPte8I5oE-bua9Px3w&index=593&t=0s
Kay Cee - Love Stimulation (16:9) HQ,DarkSLF2,https://www.youtube.com/watch?v=KC35vS5f50o&list=LL4qfihPte8I5oE-bua9Px3w&index=594&t=0s
Kay Cee - Love Stimulation (Trance Club Mix),Dj Gutsy,https://www.youtube.com/watch?v=0boCXrY5mR0&list=LL4qfihPte8I5oE-bua9Px3w&index=595&t=0s
Cajmere feat. Terence FM - Feelin Kinda High (Mix 1),herrjakob,https://www.youtube.com/watch?v=R9R6RQoSURo&list=LL4qfihPte8I5oE-bua9Px3w&index=596&t=0s
Planet Soul - Set You Free -,Тодор Тодоров,https://www.youtube.com/watch?v=E-8Pr78RKFw&list=LL4qfihPte8I5oE-bua9Px3w&index=597&t=0s
Caterina Barbieri - Virgo Rebellion,21nastaa,https://www.youtube.com/watch?v=8NJFf6GOKIE&list=LL4qfihPte8I5oE-bua9Px3w&index=598&t=0s
Aleksi Perala - Over Land And Sea,kebabkillaz,https://www.youtube.com/watch?v=6_TfW-M9MI0&list=LL4qfihPte8I5oE-bua9Px3w&index=599&t=0s
Aleksi Perälä - Spacetime,BATalsdrTribute,https://www.youtube.com/watch?v=TJEEBylAf0c&list=LL4qfihPte8I5oE-bua9Px3w&index=600&t=0s
dDamage - Justin Timberlake In Paris Core (Feat. Mochipet),MrDrukqsss,https://www.youtube.com/watch?v=8cSeo56DniQ&list=LL4qfihPte8I5oE-bua9Px3w&index=601&t=0s
Quintus Project - Night Flight,Contain Yr Brain,https://www.youtube.com/watch?v=iGfBAk8UyPc&list=LL4qfihPte8I5oE-bua9Px3w&index=602&t=0s
Mathematics Modernes - Jungle Hurt,Contain Yr Brain,https://www.youtube.com/watch?v=WJJywVdqFJ4&list=LL4qfihPte8I5oE-bua9Px3w&index=603&t=0s
Xoop - Dale Xooper 11 (total exp lunar eclipse miX),kebabkillaz,https://www.youtube.com/watch?v=-stZSrTMJMM&list=LL4qfihPte8I5oE-bua9Px3w&index=604&t=0s
Yaeji - Raingurl,Yaeji,https://www.youtube.com/watch?v=_3T8KznhThQ&list=LL4qfihPte8I5oE-bua9Px3w&index=605&t=0s
Khruangbin - August 10,Night Time Stories,https://www.youtube.com/watch?v=XutKfAL7wx8&list=LL4qfihPte8I5oE-bua9Px3w&index=606&t=0s
Mala - Alicia,Dubstep Classics,https://www.youtube.com/watch?v=zpV7radKuwo&list=LL4qfihPte8I5oE-bua9Px3w&index=607&t=0s
[Deleted video],,https://www.youtube.com/watch?v=ySfDhaQ53CQ&list=LL4qfihPte8I5oE-bua9Px3w&index=608
"Donna Summer - I Feel Love (Patrick Cowley Remix) - Remastered, HQ",HD_AUDIO,https://www.youtube.com/watch?v=5Ocq8UlLuuw&list=LL4qfihPte8I5oE-bua9Px3w&index=609&t=0s
Eko - M'Ongele M'Am,Afrolicious Funkster,https://www.youtube.com/watch?v=QEzYcp6bN-8&list=LL4qfihPte8I5oE-bua9Px3w&index=610&t=0s
