video_title,channel,link
Blawan - Why They Hide Their Bodies Under My Garage?,record uploads,https://www.youtube.com/watch?v=KL_Bbyi3ub8&list=LL4qfihPte8I5oE-bua9Px3w&index=1370&t=0s
Actress - Fantasynth,hyphenphaea,https://www.youtube.com/watch?v=Eb1dyFU6mMA&list=LL4qfihPte8I5oE-bua9Px3w&index=1371&t=0s
Tim Maia - Acenda O Farol,RootFunk,https://www.youtube.com/watch?v=WzwPy8qLTKQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1372&t=0s
Shiver--Oiled Love,AzraelThe130,https://www.youtube.com/watch?v=cKIQfg-Es-U&list=LL4qfihPte8I5oE-bua9Px3w&index=1373&t=0s
Donald Byrd - Lansana's Priestess,Julian Fontenell,https://www.youtube.com/watch?v=hzd1wcRfRD8&list=LL4qfihPte8I5oE-bua9Px3w&index=1374&t=0s
[Deleted video],,https://www.youtube.com/watch?v=VErW6uu3t68&list=LL4qfihPte8I5oE-bua9Px3w&index=1375
Steve Hiett / 渚にて / 01 - Blue Beach - Welcome To Your Beach,Running_Behind,https://www.youtube.com/watch?v=CjU1U95MiSE&list=LL4qfihPte8I5oE-bua9Px3w&index=1376&t=0s
[Deleted video],,https://www.youtube.com/watch?v=Q-s-z4x_G8A&list=LL4qfihPte8I5oE-bua9Px3w&index=1377
Benjamin Damage - 010x,7296272962,https://www.youtube.com/watch?v=BPFGOrwztlQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1378&t=0s
Illektrolab - Overdrive,Droid-Life Interface,https://www.youtube.com/watch?v=6qibmwaPjUo&list=LL4qfihPte8I5oE-bua9Px3w&index=1379&t=0s
Fatboy Slim - Star 69 (Myles James Bootleg),The LiOn House,https://www.youtube.com/watch?v=Hw4hO3jgHO0&list=LL4qfihPte8I5oE-bua9Px3w&index=1380&t=0s
Try (Christopher Ledger Edit),Zachel Myrdou,https://www.youtube.com/watch?v=Zvrvitx12Ng&list=LL4qfihPte8I5oE-bua9Px3w&index=1381&t=0s
Afriqua-Melt feat. Sorcha Richardson (Original Mix),Jelle Bolijn,https://www.youtube.com/watch?v=UyS0Zs0XZHQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1382&t=0s
Mall Grab - Can't (Get u outta my mind),Regelneef,https://www.youtube.com/watch?v=VW117zvoKQE&list=LL4qfihPte8I5oE-bua9Px3w&index=1383&t=0s
Harrison BDP - It's Foggy Outside,Slav,https://www.youtube.com/watch?v=iM3PoEAjJGE&list=LL4qfihPte8I5oE-bua9Px3w&index=1384&t=0s
So Inagawa - Selfless State,CMYK,https://www.youtube.com/watch?v=59BIX16RSkU&list=LL4qfihPte8I5oE-bua9Px3w&index=1385&t=0s
Pile - The Spirit (Innervision Mix) [Perlon – PERL 09],Do Funkk,https://www.youtube.com/watch?v=FdLnaSs6JL8&list=LL4qfihPte8I5oE-bua9Px3w&index=1386&t=0s
Jonsson/Alter- Djup House (Dorisburg Remix),bigfish0802,https://www.youtube.com/watch?v=jTz1saoYNVU&list=LL4qfihPte8I5oE-bua9Px3w&index=1387&t=0s
Michael Mayer – Immer,Jorg 82,https://www.youtube.com/watch?v=0PeTIa1yGao&list=LL4qfihPte8I5oE-bua9Px3w&index=1388&t=0s
Closer Musik - Maria 'Kompakt Total 4' Album,KOMPAKT,https://www.youtube.com/watch?v=6vt2Aw9qdew&list=LL4qfihPte8I5oE-bua9Px3w&index=1389&t=0s
TC80 - Flake [CABARET Recordings – CABARET 013],Do Funkk,https://www.youtube.com/watch?v=vYfV1syJNdA&list=LL4qfihPte8I5oE-bua9Px3w&index=1390&t=0s
Johannes Albert - Giovanni Frizzante,Stamp The Wax,https://www.youtube.com/watch?v=WxQXGTKa8vk&list=LL4qfihPte8I5oE-bua9Px3w&index=1391&t=0s
Dwig & Deer - Organic [GIEGLING10],Acidalia,https://www.youtube.com/watch?v=GmkSQ3L878s&list=LL4qfihPte8I5oE-bua9Px3w&index=1392&t=0s
[Deleted video],,https://www.youtube.com/watch?v=ogtO_WQntEY&list=LL4qfihPte8I5oE-bua9Px3w&index=1393
Kettenkarussell - Konstant Sleep [GIEGLINGLP04],Acidalia,https://www.youtube.com/watch?v=1nMbbm2KM9w&list=LL4qfihPte8I5oE-bua9Px3w&index=1394&t=0s
Edward - Ours,Fabio Siverino,https://www.youtube.com/watch?v=tYM8M0SxbI8&list=LL4qfihPte8I5oE-bua9Px3w&index=1395&t=0s
Matthias Reiling - Summoning '79 (Map.ache Sad Reiling Mix),Ongo Gablogian,https://www.youtube.com/watch?v=LZUdyi2TQQE&list=LL4qfihPte8I5oE-bua9Px3w&index=1396&t=0s
[Private video],,https://www.youtube.com/watch?v=FEGgRZeJOtA&list=LL4qfihPte8I5oE-bua9Px3w&index=1397
[Deleted video],,https://www.youtube.com/watch?v=_AaJJIy-yio&list=LL4qfihPte8I5oE-bua9Px3w&index=1398
Ströer Duo - Vietnam,Dusan Jankovic,https://www.youtube.com/watch?v=K2RChjI5lQw&list=LL4qfihPte8I5oE-bua9Px3w&index=1399&t=0s
Kevin McPhee 'Unwind' / 'A Jam' (IDLE019),Idle Hands,https://www.youtube.com/watch?v=lHXVCePdxg8&list=LL4qfihPte8I5oE-bua9Px3w&index=1400&t=0s
KH / Four Tet - BACK2THESTART,Aliasizm,https://www.youtube.com/watch?v=v6bL4t2gUS4&list=LL4qfihPte8I5oE-bua9Px3w&index=1401&t=0s
Kölsch - Silberpfeil '1977' Album,KOMPAKT,https://www.youtube.com/watch?v=jXVj7kSkR9o&list=LL4qfihPte8I5oE-bua9Px3w&index=1402&t=0s
Paul Woolford - Untitled [HFT030],HotflushUK,https://www.youtube.com/watch?v=f72C6Puv8h0&list=LL4qfihPte8I5oE-bua9Px3w&index=1403&t=0s
Leon Vynehall - Step or Stone (Breath or Bone) - 3024,the29nov films [encore],https://www.youtube.com/watch?v=CI52mvE1jaY&list=LL4qfihPte8I5oE-bua9Px3w&index=1404&t=0s
Designer + Four Tet - Dark,Aliasizm,https://www.youtube.com/watch?v=f7xPwJMiAgo&list=LL4qfihPte8I5oE-bua9Px3w&index=1405&t=0s
Four Tet & Terror Danjah - Nasty,Maison Musique,https://www.youtube.com/watch?v=Q-IrXFwsr7U&list=LL4qfihPte8I5oE-bua9Px3w&index=1406&t=0s
Four Tet + Terror Danjah - Killer (TEXT028 A),Sound Sunsets,https://www.youtube.com/watch?v=CgaFvlwOT1c&list=LL4qfihPte8I5oE-bua9Px3w&index=1407&t=0s
Basic Channel - Octagon,mickooyy,https://www.youtube.com/watch?v=eaVY5Y13sc0&list=LL4qfihPte8I5oE-bua9Px3w&index=1408&t=0s
Four Tet - Back 2 The Start,peak tune,https://www.youtube.com/watch?v=yiJ69O9Vdtw&list=LL4qfihPte8I5oE-bua9Px3w&index=1409&t=0s
Machine Woman - 'Camile From OHM Makes Me Feel Loved',Technicolour,https://www.youtube.com/watch?v=yfw1JXt8dTI&list=LL4qfihPte8I5oE-bua9Px3w&index=1410&t=0s
Soichi Terada - Do It Again,UtopiaSpb,https://www.youtube.com/watch?v=BZNgKZMRpsM&list=LL4qfihPte8I5oE-bua9Px3w&index=1411&t=0s
His Name Is Alive - One Year (Four Tet remix),fatcatbuzz,https://www.youtube.com/watch?v=uDwPreSPM9A&list=LL4qfihPte8I5oE-bua9Px3w&index=1412&t=0s
Laurence Guy - Saw You For The First Time,Slav,https://www.youtube.com/watch?v=ChyJYQgpgrU&list=LL4qfihPte8I5oE-bua9Px3w&index=1413&t=0s
Azura - Paraíso '89,Slav,https://www.youtube.com/watch?v=wwHVZzVB27s&list=LL4qfihPte8I5oE-bua9Px3w&index=1414&t=0s
[Deleted video],,https://www.youtube.com/watch?v=yAZrDkz_7aY&list=LL4qfihPte8I5oE-bua9Px3w&index=1415
TEN CITY - That's The Way Love Is (Deep House Mix ̸ Extended Version) [HQ],wwwInfinityFMde,https://www.youtube.com/watch?v=lixYVdngvgQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1416&t=0s
Inner City - Good Life (Way Out West Vocal remix),theonegift,https://www.youtube.com/watch?v=nZTioUwKotY&list=LL4qfihPte8I5oE-bua9Px3w&index=1417&t=0s
todd edwards - saved my life,scart1981,https://www.youtube.com/watch?v=r8uKbprFjIE&list=LL4qfihPte8I5oE-bua9Px3w&index=1418&t=0s
Sacré Français! (Todd Edwards Re-Create Mix),thesnugbug1,https://www.youtube.com/watch?v=4q5d2NG0cko&list=LL4qfihPte8I5oE-bua9Px3w&index=1419&t=0s
St Germain - Rose Rouge Blaze Early Shelter Mix),ninurta09,https://www.youtube.com/watch?v=80EK-mVFWHw&list=LL4qfihPte8I5oE-bua9Px3w&index=1420&t=0s
St Germain - Sure Thing (Todd Edwards Deepline Remix),John Dan Bee,https://www.youtube.com/watch?v=MOvEv-pvldg&list=LL4qfihPte8I5oE-bua9Px3w&index=1421&t=0s
Jazz Funk - Dave Pike - Lazy Afternoon,Sunlight Man,https://www.youtube.com/watch?v=zQusV5syyzg&list=LL4qfihPte8I5oE-bua9Px3w&index=1422&t=0s
Dave Pike - Mathar,maxitaxiphone,https://www.youtube.com/watch?v=8wx8kiy9JXI&list=LL4qfihPte8I5oE-bua9Px3w&index=1423&t=0s
Sivuca - Sivuca (1973) [Full Album / Completo],rsinatra,https://www.youtube.com/watch?v=Ra8IbQ7-vcc&list=LL4qfihPte8I5oE-bua9Px3w&index=1424&t=0s
Tomorrow's People - Open Soul - 1976,thejajo65,https://www.youtube.com/watch?v=xz6JHGV-OIc&list=LL4qfihPte8I5oE-bua9Px3w&index=1425&t=0s
"Feelings (Italia, 1975) de Stefano Torossi",Nicolás Guzmán,https://www.youtube.com/watch?v=_WcJAC3m2_g&list=LL4qfihPte8I5oE-bua9Px3w&index=1426&t=0s
Andrés - New For U,ludifisk,https://www.youtube.com/watch?v=YqmlXTN3GPQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1427&t=0s
"GLASS CANDY ""RISE""",Italians Do It Better Music,https://www.youtube.com/watch?v=btd7IBkrxXQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1428&t=0s
Four Tet - Pyramid (Atoms For Peace Remix),ruthrai,https://www.youtube.com/watch?v=9BBm09WZa0A&list=LL4qfihPte8I5oE-bua9Px3w&index=1429&t=0s
Four Tet - For These Times,Piotr Piskozub,https://www.youtube.com/watch?v=75yYVPgPdqs&list=LL4qfihPte8I5oE-bua9Px3w&index=1430&t=0s
808 STATE | IN YER FACE (BICEP REMIX),BICEP,https://www.youtube.com/watch?v=Yq5jFUNBF2s&list=LL4qfihPte8I5oE-bua9Px3w&index=1431&t=0s
BICEP | JUST,BICEP,https://www.youtube.com/watch?v=oq2Oq1J6t70&list=LL4qfihPte8I5oE-bua9Px3w&index=1432&t=0s
DOMINICA | GOTTA LET YOU GO (BICEP EDIT),BICEP,https://www.youtube.com/watch?v=sNbqN9TbdnE&list=LL4qfihPte8I5oE-bua9Px3w&index=1433&t=0s
No Boundaries-Modular Pursuits (Daphni Remix),Djelal Pajaziti,https://www.youtube.com/watch?v=7H7zfE38NnQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1434&t=0s
Daphni & Owen Pallett - Julia,Seagull Tears,https://www.youtube.com/watch?v=H9m6LzS7wFA&list=LL4qfihPte8I5oE-bua9Px3w&index=1435&t=0s
Cortney Tidwell - Watusii (Daphni Remix),TheMaex,https://www.youtube.com/watch?v=cr4Go_DDtRc&list=LL4qfihPte8I5oE-bua9Px3w&index=1436&t=0s
Andrés - You're Still The One,treedmusic,https://www.youtube.com/watch?v=oJHl9i_LVbg&list=LL4qfihPte8I5oE-bua9Px3w&index=1437&t=0s
Andrés - Moments In Life,exiledlarky,https://www.youtube.com/watch?v=nPT0Zw0z90g&list=LL4qfihPte8I5oE-bua9Px3w&index=1438&t=0s
Beck - Cellphone's Dead (Ellen Allien Remix),YOUbandikutya,https://www.youtube.com/watch?v=c_JjVMZf0is&list=LL4qfihPte8I5oE-bua9Px3w&index=1439&t=0s
Alison Limerick - Where Love Lives (Dancing Diva '96 Re-edit),AlisonLimerickVEVO,https://www.youtube.com/watch?v=2TT6Lmp0bdc&list=LL4qfihPte8I5oE-bua9Px3w&index=1440&t=0s
[Deleted video],,https://www.youtube.com/watch?v=rLZbx9Mqe8Q&list=LL4qfihPte8I5oE-bua9Px3w&index=1441
Isolée 'Beau Mot Plage' (Original),Classic Music Company,https://www.youtube.com/watch?v=mQy2V_3LRMQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1442&t=0s
Daphni - Tin,Sabrani,https://www.youtube.com/watch?v=CPUeeW5JvcU&list=LL4qfihPte8I5oE-bua9Px3w&index=1443&t=0s
Four Tet - Ribbons,stigoftdump,https://www.youtube.com/watch?v=sKkwA-H5k2M&list=LL4qfihPte8I5oE-bua9Px3w&index=1444&t=0s
Eluvium - The Motion Makes Me Last (Four Tet Remix),rmadlal,https://www.youtube.com/watch?v=scdJvIzOvHc&list=LL4qfihPte8I5oE-bua9Px3w&index=1445&t=0s
ultraísta - smalltalk (Four Tet remix),Ultraísta Ultraìsta,https://www.youtube.com/watch?v=1bMR83ZI7m8&list=LL4qfihPte8I5oE-bua9Px3w&index=1446&t=0s
Four Tet - Pyramid,tastydubz,https://www.youtube.com/watch?v=cDEVk0cTJyI&list=LL4qfihPte8I5oE-bua9Px3w&index=1447&t=0s
Four Tet - Nothing To See,lektrolaur,https://www.youtube.com/watch?v=YHQRVoIoSXs&list=LL4qfihPte8I5oE-bua9Px3w&index=1448&t=0s
Four tet-And they all look broken hearted,Dita Šiklova,https://www.youtube.com/watch?v=Os5hiiPZ9ZA&list=LL4qfihPte8I5oE-bua9Px3w&index=1449&t=0s
Four Tet - Scientists,Soul Feeder,https://www.youtube.com/watch?v=DsPfafTZys4&list=LL4qfihPte8I5oE-bua9Px3w&index=1450&t=0s
Four Tet - Iron Man,Saurier,https://www.youtube.com/watch?v=QX4qZoA_jHo&list=LL4qfihPte8I5oE-bua9Px3w&index=1451&t=0s
Arca - Spira,midnightxdrive_☁☽,https://www.youtube.com/watch?v=U6Ji1l01Z_o&list=LL4qfihPte8I5oE-bua9Px3w&index=1452&t=0s
Arca - Brokeup,omershok,https://www.youtube.com/watch?v=hlCn9_3Ip7k&list=LL4qfihPte8I5oE-bua9Px3w&index=1453&t=0s
Aaliyah - Are You That Somebody? (Arca Remix),Ben W,https://www.youtube.com/watch?v=a6hv4yysRKE&list=LL4qfihPte8I5oE-bua9Px3w&index=1454&t=0s
Clark - Winter Linn [2014],ALacunae,https://www.youtube.com/watch?v=DAclSvprX48&list=LL4qfihPte8I5oE-bua9Px3w&index=1455&t=0s
Clark - Dirty Pixie,Thomas Hennebicque,https://www.youtube.com/watch?v=LufizSzgZGk&list=LL4qfihPte8I5oE-bua9Px3w&index=1456&t=0s
Chris Clark - See See,Thrash,https://www.youtube.com/watch?v=vgKb3sWemQM&list=LL4qfihPte8I5oE-bua9Px3w&index=1457&t=0s
John Beltran - Paris is Burning,nefesh yafah,https://www.youtube.com/watch?v=vy3ht8fFXyE&list=LL4qfihPte8I5oE-bua9Px3w&index=1458&t=0s
Nicolas Jaar - Fight,R&S Records,https://www.youtube.com/watch?v=JM6lRdPO7So&list=LL4qfihPte8I5oE-bua9Px3w&index=1459&t=0s
Anthony Naples - Faceless,Anthony Naples,https://www.youtube.com/watch?v=tmfmhl28BzE&list=LL4qfihPte8I5oE-bua9Px3w&index=1460&t=0s
Real D - Rhodes That,Slav,https://www.youtube.com/watch?v=NLLDQ_K6fCE&list=LL4qfihPte8I5oE-bua9Px3w&index=1461&t=0s
Anthony Naples - Refugio,Anthony Naples,https://www.youtube.com/watch?v=RJ6DuWad4Cw&list=LL4qfihPte8I5oE-bua9Px3w&index=1462&t=0s
Blawan - Getting Me Down,tastydubz,https://www.youtube.com/watch?v=sIkhewd69SE&list=LL4qfihPte8I5oE-bua9Px3w&index=1463&t=0s
Four Tet - Love Cry (Joy Orbison Rmx),lektrolaur,https://www.youtube.com/watch?v=fddqmUtHE1U&list=LL4qfihPte8I5oE-bua9Px3w&index=1464&t=0s
Four Tet - Sing [Floating Points Remix],FlyLo123,https://www.youtube.com/watch?v=Eik39PmTDe0&list=LL4qfihPte8I5oE-bua9Px3w&index=1465&t=0s
Aphex Twin - Untitled [Four Tet Remix - Selected Ambient Works 2 CD 1 Track1],BackLikeFreebase,https://www.youtube.com/watch?v=id7_p_L35zc&list=LL4qfihPte8I5oE-bua9Px3w&index=1466&t=0s
Todd Terje - Alfonso Muskedunder (Four Tet Remix),Sound Sunsets,https://www.youtube.com/watch?v=EcKcBRG299o&list=LL4qfihPte8I5oE-bua9Px3w&index=1467&t=0s
Four Tet & Terror Danjah - Killer,LibraryUk,https://www.youtube.com/watch?v=iG4usIwHMk0&list=LL4qfihPte8I5oE-bua9Px3w&index=1468&t=0s
WK7 – DO IT YOURSELF (ORIGINAL MIX) (PH 303),#THISMUSTBETHETRACK,https://www.youtube.com/watch?v=eSWio3A4lq0&list=LL4qfihPte8I5oE-bua9Px3w&index=1469&t=0s
Pépé Bradock - Life,Free is in Da House,https://www.youtube.com/watch?v=DZLmF9Ny84g&list=LL4qfihPte8I5oE-bua9Px3w&index=1470&t=0s
Pepe Bradock - Path Of Most Resistance,Verzila,https://www.youtube.com/watch?v=HIYTOglp-as&list=LL4qfihPte8I5oE-bua9Px3w&index=1471&t=0s
Joy Orbison - Hyph Mngo [HFT009] (Official Audio),HotflushUK,https://www.youtube.com/watch?v=Aa_PDKKc2_A&list=LL4qfihPte8I5oE-bua9Px3w&index=1472&t=0s
"Modeselektor - I'm Not Into Twerk, I'm Into KrafTwerk",joetakacs,https://www.youtube.com/watch?v=VsJ69b5q76c&list=LL4qfihPte8I5oE-bua9Px3w&index=1473&t=0s
Nathan Fake - Vanish North,Sound Sunsets,https://www.youtube.com/watch?v=dXulqd1rYC8&list=LL4qfihPte8I5oE-bua9Px3w&index=1474&t=0s
John Beltran - Faux,e.f bowtie,https://www.youtube.com/watch?v=ysHBVLdX1M0&list=LL4qfihPte8I5oE-bua9Px3w&index=1475&t=0s
Abra - U Go I Go,S.N.T.,https://www.youtube.com/watch?v=y8TCkY5lWng&list=LL4qfihPte8I5oE-bua9Px3w&index=1476&t=0s
Abra - Pull Up (Official Music Video),The FADER,https://www.youtube.com/watch?v=ZvVJx7dcoqo&list=LL4qfihPte8I5oE-bua9Px3w&index=1477&t=0s
ABRA - Fruit (Official Music Video),Awful Records,https://www.youtube.com/watch?v=CI1g4dnDtao&list=LL4qfihPte8I5oE-bua9Px3w&index=1478&t=0s
Kelela - A Message (Official Video),i-D,https://www.youtube.com/watch?v=m4-9mYrbXVI&list=LL4qfihPte8I5oE-bua9Px3w&index=1479&t=0s
Future Brown - Dangerzone (feat. Kelela and Ian Isiah),S.N.T.,https://www.youtube.com/watch?v=2Pgg54XH9qI&list=LL4qfihPte8I5oE-bua9Px3w&index=1480&t=0s
Percussions (Four Tet) - Bird Songs / Rabbit Songs,Sound Sunsets,https://www.youtube.com/watch?v=wkWNBsr7G0Y&list=LL4qfihPte8I5oE-bua9Px3w&index=1481&t=0s
Percussions - Bird Songs [Text Records],the29novEDITS,https://www.youtube.com/watch?v=c_zmpE99yKE&list=LL4qfihPte8I5oE-bua9Px3w&index=1482&t=0s
Jamie xx + Four Tet - Seesaw,misterj0n,https://www.youtube.com/watch?v=ie5fKv8hqYg&list=LL4qfihPte8I5oE-bua9Px3w&index=1483&t=0s
Percussions [Four Tet] - Sext,BeeEmEcks,https://www.youtube.com/watch?v=0_cfvpa2E14&list=LL4qfihPte8I5oE-bua9Px3w&index=1484&t=0s
Four Tet - Keep Him Like He Is,Inksteps,https://www.youtube.com/watch?v=jJxAIx_BGVM&list=LL4qfihPte8I5oE-bua9Px3w&index=1485&t=0s
Percussions (Four Tet) - KHLHI,Sound Sunsets,https://www.youtube.com/watch?v=QxzLEolVNzc&list=LL4qfihPte8I5oE-bua9Px3w&index=1486&t=0s
Underground Resistance - Find Your Friends,Zeinkali,https://www.youtube.com/watch?v=a4N3_m9tu40&list=LL4qfihPte8I5oE-bua9Px3w&index=1487&t=0s
Underground Resistance - Hard Life - 2001,Babe & Cinghiale,https://www.youtube.com/watch?v=cFH7-vzvm4A&list=LL4qfihPte8I5oE-bua9Px3w&index=1488&t=0s
[URZT-3] Underground Resistance - Z Record,Agu Obiakor,https://www.youtube.com/watch?v=YYOt6v6HOI0&list=LL4qfihPte8I5oE-bua9Px3w&index=1489&t=0s
[URZT-1] Underground Resistance - Z Record,Agu Obiakor,https://www.youtube.com/watch?v=EwVrA8-Bxzs&list=LL4qfihPte8I5oE-bua9Px3w&index=1490&t=0s
Martyn Virgo,scuriusvulgaris9,https://www.youtube.com/watch?v=8pMDzDHco-c&list=LL4qfihPte8I5oE-bua9Px3w&index=1491&t=0s
Martyn - I Wonder Why?,Ian,https://www.youtube.com/watch?v=GkarFB5jc_0&list=LL4qfihPte8I5oE-bua9Px3w&index=1492&t=0s
Martyn - Nxt 2 u,Jan Nawrocki,https://www.youtube.com/watch?v=9jfwL8_ZkK0&list=LL4qfihPte8I5oE-bua9Px3w&index=1493&t=0s
Martyn - Get Down,mickeybeam75,https://www.youtube.com/watch?v=tZfyvLrXHew&list=LL4qfihPte8I5oE-bua9Px3w&index=1494&t=0s
Petre Inspirescu - La Créme Bonjour,Verzila,https://www.youtube.com/watch?v=eNv1XKUI210&list=LL4qfihPte8I5oE-bua9Px3w&index=1495&t=0s
RÜFÜS DU SOL ●● Innerbloom (Official Video),RÜFÜS DU SOL,https://www.youtube.com/watch?v=Tx9zMFodNtA&list=LL4qfihPte8I5oE-bua9Px3w&index=1496&t=0s
RÜFÜS - Innerbloom (What So Not Remix),Sweat It Out,https://www.youtube.com/watch?v=8dNIPca1LD8&list=LL4qfihPte8I5oE-bua9Px3w&index=1497&t=0s
Soul Capsule - Lady Science (NYC Sunrise),costa207,https://www.youtube.com/watch?v=jXHKo0lwi3U&list=LL4qfihPte8I5oE-bua9Px3w&index=1498&t=0s
Ricardo Villalobos-Que Belle Epoque,Erskinne,https://www.youtube.com/watch?v=cj0p-4eXYk4&list=LL4qfihPte8I5oE-bua9Px3w&index=1499&t=0s
Weval - Half Age,Weval,https://www.youtube.com/watch?v=zWAcBmQWvEY&list=LL4qfihPte8I5oE-bua9Px3w&index=1500&t=0s
John Beltran - Faux (Four Tet Remix) TEXT033,Sound Sunsets,https://www.youtube.com/watch?v=GIpY75DRXY4&list=LL4qfihPte8I5oE-bua9Px3w&index=1501&t=0s
[Deleted video],,https://www.youtube.com/watch?v=8QSN4qLjIEk&list=LL4qfihPte8I5oE-bua9Px3w&index=1502
Thomas Scholz - Mimesis (Rampue Remix) // Exotic Refreshment LTD,ExoticRefreshment,https://www.youtube.com/watch?v=vM2DkFTGEy0&list=LL4qfihPte8I5oE-bua9Px3w&index=1503&t=0s
Roots Manuva - 'Facety 2:11' (prod. Four Tet),Big Dada,https://www.youtube.com/watch?v=u1Jq0X_NAY4&list=LL4qfihPte8I5oE-bua9Px3w&index=1504&t=0s
Koreless - TT,Young Turks,https://www.youtube.com/watch?v=Xef3xyLw-sM&list=LL4qfihPte8I5oE-bua9Px3w&index=1505&t=0s
Tyondai Braxton - Amlochley,A R,https://www.youtube.com/watch?v=0eELx3TNuLA&list=LL4qfihPte8I5oE-bua9Px3w&index=1506&t=0s
DaVinChe - THE INSTRUMENTALS (2 Clips),RAWFLAVA RECORDS,https://www.youtube.com/watch?v=dgT0EAOTnQs&list=LL4qfihPte8I5oE-bua9Px3w&index=1507&t=0s
DaVinche - Leave Me Alone [Instrumental],T00Smooth,https://www.youtube.com/watch?v=M1Eu62BtGdM&list=LL4qfihPte8I5oE-bua9Px3w&index=1508&t=0s
Davinche - Phaze (Instrumental),YesItsVetzHD,https://www.youtube.com/watch?v=e3t8hl_EkVw&list=LL4qfihPte8I5oE-bua9Px3w&index=1509&t=0s
[Deleted video],,https://www.youtube.com/watch?v=CYiTkGjO7Rc&list=LL4qfihPte8I5oE-bua9Px3w&index=1510
Wonder Feat. Kano - What Have You Done (Instrumental),Will Kail,https://www.youtube.com/watch?v=BZMSMrTcA00&list=LL4qfihPte8I5oE-bua9Px3w&index=1511&t=0s
Wonder ft Kano - What Have You Done (What Have You Done NEM001),GrimeVinyl,https://www.youtube.com/watch?v=DewJUC189Qc&list=LL4qfihPte8I5oE-bua9Px3w&index=1512&t=0s
Champion + Four Tet - Disparate,Aliasizm,https://www.youtube.com/watch?v=8rZXRIJY7ZA&list=LL4qfihPte8I5oE-bua9Px3w&index=1513&t=0s
NHK'Koyxeи - 845,Zeinkali,https://www.youtube.com/watch?v=kFNVd-E5cY8&list=LL4qfihPte8I5oE-bua9Px3w&index=1514&t=0s
Throwing Snow - Lumen [Houndstooth],Houndstooth,https://www.youtube.com/watch?v=tkG4EMP2tC8&list=LL4qfihPte8I5oE-bua9Px3w&index=1515&t=0s
Dave DK - Halma [Deep House],sound wave,https://www.youtube.com/watch?v=pC3pkvmb6R0&list=LL4qfihPte8I5oE-bua9Px3w&index=1516&t=0s
Percussions - Digital Arpeggios,Aliasizm,https://www.youtube.com/watch?v=BH6BMfVUByw&list=LL4qfihPte8I5oE-bua9Px3w&index=1517&t=0s
DANCE - Still (Blank Mind),blankmindlabel,https://www.youtube.com/watch?v=PVvOkYduVfQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1518&t=0s
Burial - Unite,donyawilliams,https://www.youtube.com/watch?v=yABu-dYfEhI&list=LL4qfihPte8I5oE-bua9Px3w&index=1519&t=0s
Rubba - Way star,Azhar,https://www.youtube.com/watch?v=06wSBQmbV-w&list=LL4qfihPte8I5oE-bua9Px3w&index=1520&t=0s
Fabrizio Maurizi - Hasta la baldoria Siempre,Stefano Vargiu (AaAaAaA1268),https://www.youtube.com/watch?v=gf2Yoz8Z4_0&list=LL4qfihPte8I5oE-bua9Px3w&index=1521&t=0s
[Deleted video],,https://www.youtube.com/watch?v=L6JEXquWC7A&list=LL4qfihPte8I5oE-bua9Px3w&index=1522
Clear Space - Susumu Yokota,barnabyssjones,https://www.youtube.com/watch?v=XJvmoxvMSpY&list=LL4qfihPte8I5oE-bua9Px3w&index=1523&t=0s
Frankfurt-Tokio-Connection - Astralis,AxelMuxel Leiva,https://www.youtube.com/watch?v=DZpK6bLqPnU&list=LL4qfihPte8I5oE-bua9Px3w&index=1524&t=0s
Bossa italiana - Alessandro Alessandroni,QuisquisEst,https://www.youtube.com/watch?v=4szUCDtWn6k&list=LL4qfihPte8I5oE-bua9Px3w&index=1525&t=0s
L'amore dice ciao - Armando Trovajoli,QuisquisEst,https://www.youtube.com/watch?v=KqCntVOclF0&list=LL4qfihPte8I5oE-bua9Px3w&index=1526&t=0s
"Stelvio Cipriani (Italia, 1971) - La Morte Cammina con i Tacchi Alti",Nicolás Guzmán,https://www.youtube.com/watch?v=6SiffZRpiMw&list=LL4qfihPte8I5oE-bua9Px3w&index=1527&t=0s
Piero Umiliani - Discomusic 1978,videocorridor,https://www.youtube.com/watch?v=tel0mojG2O4&list=LL4qfihPte8I5oE-bua9Px3w&index=1528&t=0s
A Sonic Fairy-Tale - Yokota,barnabyssjones,https://www.youtube.com/watch?v=wO9Lgv3NPJI&list=LL4qfihPte8I5oE-bua9Px3w&index=1529&t=0s
Susumu Yokota - Spacious House,mmaro85,https://www.youtube.com/watch?v=CTcU-fo4qFo&list=LL4qfihPte8I5oE-bua9Px3w&index=1530&t=0s
"Susumu Yokota - A Slowly Fainting Memory of Love and Respect, and Hatred (love or die)",lineline0070,https://www.youtube.com/watch?v=AIB86erGcdQ&list=LL4qfihPte8I5oE-bua9Px3w&index=1531&t=0s
